"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","PctExp"
"log10(size)      ",1,0.0111681895218729,0.0111681895218729,0.115677297316098,0.734978878029118,0.142182608887741
"hostrange.numeric",1,2.14743420152827,2.14743420152827,22.2425831967155,1.5144871003358e-05,27.3390594411089
"Residuals        ",59,5.69621867971149,0.0965460793171439,NA,NA,72.5187579500034
